No.,시설물 명칭,시설물 일련번호,공사명,공사 대상 부재(또는 시설물),설계 예상시작일(yyyymmdd),설계 예상종료일(yyyymmdd),공사 예상 시작일(yyyymmdd),공사 예상종료일(yyyymmdd),공사금액(백만원),"첨부자료(설계도면, 설계내역서, 공정표 등)",비고
202,2-021 성수역,BA060000021,지상역사 리모델링,고가 및 지상역사 시설물,2020.01.02,2020.12.31,20210102,20211231,29400000000,,
203,2-027 강변역,BA060000024,지상역사 리모델링,고가 및 지상역사 시설물,,,20220102,20221231,14850000000,,
204,2-030 잠실나루역,BA060000025,지상역사 리모델링,고가 및 지상역사 시설물,,,20230102,20231231,13703000000,,
205,2-034 잠실새내역(신천역),BA060000027,역사시설(냉방)개선,노후시설물,,,20200102,20201231,58889000000,,
206,4-016 미아역,BA060000100,역사시설(냉방)개선,노후시설물,,,20200102,20201231,58889000000,,
207,4-012 쌍문역,BA060000097,역사시설(냉방)개선,노후시설물,,,20210102,20211231,26694000000,,
208,4-024 한성대입구역,BA060000104,역사시설(냉방)개선,노후시설물,,,20210102,20211231,26694000000,,
209,4-038 서울역(4),BA060000111,역사시설(냉방)개선,노후시설물,,,20210102,20211231,26694000000,,
210,3-047 남부터미널역,BA060000082,역사시설(냉방)개선,노후시설물,,,20220102,20221231,31681000000,,
211,3-019 경복궁역,BA060000069,역사시설(냉방)개선,노후시설물,,,20230102,20231231,67260000000,,
212,5102 방화역사,BA060000120,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1750000,,
213,5104 개화산역사,BA060000121,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1750000,,
214,5106 김포공항역사,BA060000122,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1750000,,
215,5108 송정역사,BA060000123,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1750000,,
216,5110 마곡역사,BA060000124,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1750000,,
217,5112 발산역사,BA060000125,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1750000,,
218,5114 우장산역사,BA060000126,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1750000,,
219,5116 화곡역사,BA060000127,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1750000,,
220,5118 까치산역사,BA060000128,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1750000,,
221,5120 신정역사,BA060000129,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1655000,,
222,5122 목동역사,BA060000130,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
223,5124 오목교역사,BA060000131,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
224,5126 양평역사,BA060000132,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
225,5128 영등포구청역사,BA060000133,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
226,5130 영등포시장역사,BA060000134,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
227,5132 신길역사,BA060000135,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
228,5134 여의도역사,BA060000136,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
229,5136 여의나루역사,BA060000137,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
230,5138 마포역사,BA060000138,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
231,5140 공덕역사,BA060000139,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
232,5142 애오개역사,BA060000140,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
233,5144 충정로역사,BA060000141,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
234,5146 서대문역사,BA060000142,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
235,5148 광화문역사,BA060000143,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
236,5150 종로3가역사,BA060000144,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
237,5152 을지로4가역사,BA060000145,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
238,5154 동대문역사문화공원역사,BA060000146,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
239,5156 청구역사,BA060000147,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
240,5158 신금호역사,BA060000148,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
241,5160 행당역사,BA060000149,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
242,5162 왕십리역사,BA060000150,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
243,5164 마장역사,BA060000151,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
244,5166 답십리역사,BA060000152,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
245,5168 장한평역사,BA060000153,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
246,5170 군자역사,BA060000154,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
247,5172 아차산역사,BA060000155,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
248,5174 광나루역사,BA060000156,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
249,5176 천호역사,BA060000157,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
250,5178 강동역사,BA060000158,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
251,5180 길동역사,BA060000159,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
252,5182 굽은다리역사,BA060000160,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
253,5184 명일역사,BA060000161,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
254,5186 고덕역사,BA060000162,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
255,5188 상일동역사,BA060000163,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
256,5193 둔촌동역사,BA060000164,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
257,5196 올림픽공원역사,BA060000165,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
258,5198 방이역사,BA060000166,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
259,5200 오금역사,BA060000167,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
260,5202 개롱역사,BA060000168,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
261,5204 거여역사,BA060000169,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
262,5206 마천역사,BA060000170,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
263,6102 역촌역사,BA060000171,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
264,6104 불광역사,BA060000172,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
265,6106 독바위역사,BA060000173,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
266,6108 연신내역사,BA060000174,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
267,6110 구산역사,BA060000175,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
268,6112 응암역사,BA060000176,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
269,6114 새절역사,BA060000177,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
270,6116 증산역사,BA060000178,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
271,6118 DMC역사(디지털미디어시티역),BA060000179,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
272,6120 월드컵경기장역사,BA060000180,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
273,6122 마포구청역사,BA060000181,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
274,6124 망원역사,BA060000182,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
275,6126 합정역사,BA060000183,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
276,6128 상수역사,BA060000184,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
277,6130 광흥창역사,BA060000185,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
278,6132 대흥역사,BA060000186,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
279,6134 공덕역사,BA060000187,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
280,6136 효창공원앞역사,BA060000188,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
281,6138 삼각지역사,BA060000189,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
282,6140 녹사평역사,BA060000190,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
283,6142 이태원역사,BA060000191,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
284,6144 한강진역사,BA060000192,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
285,6146 버티고개역사,BA060000193,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
286,6148 약수역사,BA060000194,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
287,6150 청구역사,BA060000195,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
288,6152 신당역사,BA060000196,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
289,6154 동묘앞역사,BA060000197,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
290,6156 창신역사,BA060000198,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
291,6158 보문역사,BA060000199,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
292,6160 안암역사,BA060000200,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
293,6162 고려대역사,BA060000201,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
294,6164 월곡역사,BA060000202,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
295,6166 상월곡역사,BA060000203,안내체계 개선사업(역이용안내도 교체 정비),역이용안내도,,,20200102,20211231,1650000,,
